#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
k141_1319_3          -          TIGR00006            TIGR00006    3.8e-90  299.2   0.2   4.3e-90  299.1   0.2   1.0   1   0   0   1   1   1   1 # 1163 # 2059 # 1 # ID=160_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.297
k141_431_3           -          TIGR00019            TIGR00019   1.3e-148  491.5   2.3  1.5e-148  491.3   2.3   1.0   1   0   0   1   1   1   1 # 2191 # 3279 # 1 # ID=42_3;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=10bp;gc_cont=0.355
k141_1222_6          -          TIGR00020            TIGR00020   8.1e-129  426.5   2.0  9.2e-129  426.3   2.0   1.0   1   0   0   1   1   1   1 # 4750 # 5634 # 1 # ID=149_6;partial=00;start_type=TTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.351
k141_1502_5          -          TIGR00029            TIGR00029    1.4e-15   54.4  13.7   1.6e-15   54.3  13.7   1.0   1   0   0   1   1   1   1 # 4886 # 5140 # -1 # ID=176_5;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=6bp;gc_cont=0.325
k141_1729_18         -          TIGR00042            TIGR00042    9.4e-57  188.2   0.5   1.1e-56  188.0   0.5   1.0   1   0   0   1   1   1   1 # 18234 # 18830 # 1 # ID=204_18;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=10bp;gc_cont=0.300
k141_1135_4          -          TIGR00043            TIGR00043    2.2e-26   88.9   0.6   2.9e-26   88.6   0.6   1.1   1   0   0   1   1   1   1 # 4860 # 5279 # 1 # ID=132_4;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=12bp;gc_cont=0.293
k141_1729_16         -          TIGR00054            TIGR00054      2e-67  224.6   5.4   2.4e-67  224.4   5.4   1.0   1   0   0   1   1   1   1 # 16075 # 17376 # 1 # ID=204_16;partial=00;start_type=ATG;rbs_motif=TAAAAA;rbs_spacer=9bp;gc_cont=0.321
k141_849_23          -          TIGR00059            TIGR00059    4.2e-41  136.6   0.6   4.2e-41  136.6   0.6   1.8   2   0   0   2   2   1   1 # 10541 # 11143 # 1 # ID=99_23;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.362
k141_2026_6          -          TIGR00061            TIGR00061    2.3e-31  105.0   3.5   2.5e-31  104.9   3.5   1.0   1   0   0   1   1   1   1 # 3746 # 4057 # 1 # ID=241_6;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.330
k141_1762_6          -          TIGR00064            TIGR00064   5.4e-112  370.4  11.2  6.4e-112  370.1  11.2   1.0   1   0   0   1   1   1   1 # 5013 # 5966 # -1 # ID=208_6;partial=00;start_type=ATG;rbs_motif=TAAAAA;rbs_spacer=10bp;gc_cont=0.320
k141_502_14          -          TIGR00065            TIGR00065   2.5e-108  359.3  13.6  3.4e-108  358.9  13.6   1.1   1   0   0   1   1   1   1 # 13753 # 15036 # -1 # ID=48_14;partial=00;start_type=ATG;rbs_motif=TAAAAA;rbs_spacer=13bp;gc_cont=0.329
k141_510_10          -          TIGR00082            TIGR00082      4e-17   59.6   0.1   4.4e-17   59.5   0.1   1.0   1   0   0   1   1   1   1 # 10434 # 10775 # 1 # ID=49_10;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=11bp;gc_cont=0.292
k141_1840_8          -          TIGR00083            TIGR00083    2.1e-70  234.2   0.3   2.4e-70  234.0   0.3   1.0   1   0   0   1   1   1   1 # 5718 # 6635 # 1 # ID=218_8;partial=00;start_type=TTG;rbs_motif=AAAAA;rbs_spacer=7bp;gc_cont=0.298
k141_1746_5          -          TIGR00084            TIGR00084    1.2e-44  148.9   5.4   1.4e-44  148.7   5.4   1.0   1   0   0   1   1   1   1 # 9353 # 9937 # -1 # ID=207_5;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=13bp;gc_cont=0.279
k141_1261_1          -          TIGR00088            TIGR00088    2.3e-84  279.1   0.0   2.5e-84  278.9   0.0   1.0   1   0   0   1   1   1   1 # 95 # 778 # 1 # ID=156_1;partial=00;start_type=ATG;rbs_motif=TAAAA;rbs_spacer=10bp;gc_cont=0.333
k141_2304_3          -          TIGR00090            TIGR00090    1.9e-32  108.2   0.6   2.3e-32  108.0   0.6   1.0   1   0   0   1   1   1   1 # 863 # 1228 # 1 # ID=277_3;partial=00;start_type=ATG;rbs_motif=TAAAA;rbs_spacer=6bp;gc_cont=0.301
k141_1234_9          -          TIGR00092            TIGR00092   5.1e-128  424.0   4.7  5.7e-128  423.9   4.7   1.0   1   0   0   1   1   1   1 # 8882 # 9979 # 1 # ID=151_9;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.332
k141_1835_6          -          TIGR00095            TIGR00095    8.5e-40  133.3   0.1   9.4e-40  133.1   0.1   1.0   1   0   0   1   1   1   1 # 6292 # 6825 # -1 # ID=216_6;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=6bp;gc_cont=0.272
k141_510_2           -          TIGR00115            TIGR00115    2.1e-63  211.4  35.4   2.8e-63  210.9  35.4   1.2   1   0   0   1   1   1   1 # 624 # 1967 # 1 # ID=49_2;partial=00;start_type=ATG;rbs_motif=TAAAA;rbs_spacer=8bp;gc_cont=0.301
k141_2064_4          -          TIGR00116            TIGR00116    3.5e-75  249.7  14.1   3.9e-75  249.5  14.1   1.0   1   0   0   1   1   1   1 # 2425 # 3252 # 1 # ID=244_4;partial=00;start_type=ATG;rbs_motif=TAAAA;rbs_spacer=9bp;gc_cont=0.335
k141_2079_3          -          TIGR00138            TIGR00138    8.6e-37  123.4   0.9   1.1e-36  123.0   0.9   1.1   1   0   0   1   1   1   1 # 1043 # 1696 # 1 # ID=246_3;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=4bp;gc_cont=0.269
k141_368_4           -          TIGR00158            TIGR00158    3.5e-39  131.5   5.1   3.9e-39  131.3   5.1   1.0   1   0   0   1   1   1   1 # 1202 # 1651 # 1 # ID=32_4;partial=00;start_type=ATG;rbs_motif=TAAAA;rbs_spacer=15bp;gc_cont=0.309
k141_368_2           -          TIGR00166            TIGR00166    4.9e-26   87.6   0.3   4.9e-26   87.6   0.3   1.4   2   0   0   2   2   1   1 # 544 # 918 # 1 # ID=32_2;partial=00;start_type=ATG;rbs_motif=AAAA;rbs_spacer=11bp;gc_cont=0.336
k141_1157_5          -          TIGR00168            TIGR00168    4.5e-39  130.5   2.0   5.4e-39  130.3   2.0   1.0   1   0   0   1   1   1   1 # 2045 # 2431 # -1 # ID=138_5;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.320
k141_183_3           -          TIGR00186            TIGR00186      3e-63  210.3   3.6   3.4e-63  210.1   3.6   1.0   1   0   0   1   1   1   1 # 2191 # 2934 # 1 # ID=6_3;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=4bp;gc_cont=0.316
k141_1321_13         -          TIGR00194            TIGR00194   8.1e-156  516.8  25.1  3.4e-155  514.7  25.1   1.8   1   1   0   1   1   1   1 # 13713 # 15521 # 1 # ID=161_13;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=9bp;gc_cont=0.292
k141_380_8           -          TIGR00240            TIGR00240    1.4e-46  154.8  11.3   1.6e-46  154.6  11.3   1.0   1   0   0   1   1   1   1 # 5688 # 6146 # 1 # ID=34_8;partial=00;start_type=ATG;rbs_motif=TAAAAA;rbs_spacer=8bp;gc_cont=0.242
k141_1321_18         -          TIGR00336            TIGR00336    1.3e-47  158.6   0.2   1.5e-47  158.4   0.2   1.0   1   0   0   1   1   1   1 # 17830 # 18471 # 1 # ID=161_18;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=4bp;gc_cont=0.307
k141_1810_4          -          TIGR00337            TIGR00337   3.3e-236  781.7   1.0  3.8e-236  781.5   1.0   1.0   1   0   0   1   1   1   1 # 6718 # 8337 # 1 # ID=211_4;partial=00;start_type=ATG;rbs_motif=TAAAA;rbs_spacer=7bp;gc_cont=0.320
k141_1992_5          -          TIGR00344            TIGR00344   1.6e-281  933.2  18.7  1.8e-281  933.0  18.7   1.0   1   0   0   1   1   1   1 # 4288 # 6918 # 1 # ID=238_5;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.314
k141_2327_11         -          TIGR00362            TIGR00362   1.3e-155  515.5   3.0  1.5e-155  515.4   3.0   1.0   1   0   0   1   1   1   1 # 12416 # 13843 # 1 # ID=279_11;partial=00;start_type=ATG;rbs_motif=TAAAA;rbs_spacer=13bp;gc_cont=0.318
k141_392_3           -          TIGR00382            TIGR00382   1.1e-170  564.8   6.6  1.3e-170  564.6   6.6   1.0   1   0   0   1   1   1   1 # 2427 # 3641 # -1 # ID=36_3;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=6bp;gc_cont=0.319
k141_769_16          -          TIGR00389            TIGR00389     1e-152  506.4  13.9   1.3e-83  278.2   2.9   3.0   1   1   2   3   3   1   1 # 13748 # 15286 # 1 # ID=87_16;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=8bp;gc_cont=0.326
k141_288_2           -          TIGR00392            TIGR00392   5.1e-299  991.0   8.4  6.8e-299  990.6   8.4   1.1   1   0   0   1   1   1   1 # 381 # 3809 # -1 # ID=21_2;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=12bp;gc_cont=0.325
k141_2282_6          -          TIGR00396            TIGR00396   6.3e-292  967.4  16.6  1.2e-224  744.9   2.6   2.3   1   1   0   2   2   1   1 # 4305 # 7085 # 1 # ID=275_6;partial=00;start_type=ATG;rbs_motif=AAAA;rbs_spacer=11bp;gc_cont=0.327
k141_826_26          -          TIGR00408            TIGR00408   4.4e-170  563.4   1.5  5.5e-170  563.1   1.5   1.1   1   0   0   1   1   1   1 # 23996 # 25468 # -1 # ID=96_26;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.337
k141_737_8           -          TIGR00414            TIGR00414     3e-134  444.9   0.3  3.4e-134  444.7   0.3   1.0   1   0   0   1   1   1   1 # 7488 # 8762 # -1 # ID=83_8;partial=00;start_type=ATG;rbs_motif=AAAA;rbs_spacer=9bp;gc_cont=0.322
k141_2043_3          -          TIGR00416            TIGR00416   1.2e-164  545.1   0.0  1.4e-164  544.9   0.0   1.0   1   0   0   1   1   1   1 # 1737 # 3089 # -1 # ID=243_3;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=8bp;gc_cont=0.330
k141_1006_15         -          TIGR00420            TIGR00420    1.3e-99  330.2   1.6   1.5e-99  330.0   1.6   1.0   1   0   0   1   1   1   1 # 17973 # 19049 # 1 # ID=117_15;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=15bp;gc_cont=0.309
k141_286_1           -          TIGR00422            TIGR00422   2.1e-281  932.6  13.1  2.4e-281  932.4  13.1   1.0   1   0   0   1   1   1   1 # 35 # 2668 # -1 # ID=19_1;partial=00;start_type=ATG;rbs_motif=AAAA;rbs_spacer=9bp;gc_cont=0.328
k141_243_3           -          TIGR00431            TIGR00431    1.1e-61  205.0   0.1   1.3e-61  204.7   0.1   1.0   1   0   0   1   1   1   1 # 1769 # 2506 # -1 # ID=14_3;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.317
k141_653_4           -          TIGR00436            TIGR00436    5.2e-77  255.6  11.5   5.9e-77  255.4  11.5   1.0   1   0   0   1   1   1   1 # 6868 # 7743 # -1 # ID=68_4;partial=00;start_type=ATG;rbs_motif=TAAAAA;rbs_spacer=9bp;gc_cont=0.284
k141_637_1           -          TIGR00436            TIGR00436    1.1e-46  156.2   3.6     6e-23   78.3   2.4   2.0   2   0   0   2   2   0   0 # 3 # 1046 # -1 # ID=63_1;partial=10;start_type=ATG;rbs_motif=AAAA;rbs_spacer=9bp;gc_cont=0.319
k141_1234_10         -          TIGR00442            TIGR00442   7.4e-125  413.9   0.4  8.5e-125  413.7   0.4   1.0   1   0   0   1   1   1   1 # 9985 # 11349 # 1 # ID=151_10;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.307
k141_502_21          -          TIGR00445            TIGR00445   7.7e-102  337.8  20.0   3.7e-73  243.5   9.7   2.1   2   0   0   2   2   1   1 # 22264 # 23505 # -1 # ID=48_21;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.318
k141_1043_3          -          TIGR00456            TIGR00456   9.1e-130  430.4  17.2    1e-129  430.2  17.2   1.0   1   0   0   1   1   1   1 # 899 # 2677 # 1 # ID=118_3;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=3bp;gc_cont=0.296
k141_691_7           -          TIGR00459            TIGR00459   1.7e-222  736.7   1.1  1.9e-222  736.6   1.1   1.0   1   0   0   1   1   1   1 # 8028 # 9779 # 1 # ID=76_7;partial=00;start_type=ATG;rbs_motif=TAAAAA;rbs_spacer=11bp;gc_cont=0.348
k141_1894_16         -          TIGR00460            TIGR00460      1e-84  281.2   0.3   1.1e-84  281.0   0.3   1.0   1   0   0   1   1   1   1 # 14980 # 15885 # -1 # ID=223_16;partial=00;start_type=ATG;rbs_motif=TAAAA;rbs_spacer=8bp;gc_cont=0.309
k141_1729_2          -          TIGR00468            TIGR00468    7.7e-97  321.2   0.0   4.9e-95  315.2   0.0   2.0   1   1   0   1   1   1   1 # 449 # 1468 # 1 # ID=204_2;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=4bp;gc_cont=0.333
k141_1786_4          -          TIGR00472            TIGR00472   9.4e-254  841.1  13.4  1.1e-253  840.9  13.4   1.0   1   0   0   1   1   1   1 # 2882 # 5308 # -1 # ID=209_4;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.311
k141_769_19          -          TIGR00487            TIGR00487   8.5e-238  787.6  18.0  8.5e-238  787.6  18.0   3.3   4   0   0   4   4   1   1 # 17302 # 20265 # -1 # ID=87_19;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=8bp;gc_cont=0.351
k141_387_6           -          TIGR00490            TIGR00490   3.3e-109  362.8   1.8   1.1e-43  146.2   0.0   3.0   3   0   0   3   3   0   0 # 2008 # 4113 # -1 # ID=35_6;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=11bp;gc_cont=0.332
k141_1938_8          -          TIGR00496            TIGR00496    2.3e-62  206.5   4.8   2.6e-62  206.4   4.8   1.0   1   0   0   1   1   1   1 # 6992 # 7552 # 1 # ID=230_8;partial=00;start_type=ATG;rbs_motif=TAAAAA;rbs_spacer=14bp;gc_cont=0.340
k141_786_2           -          TIGR00521            TIGR00521   2.7e-132  438.3  12.8  3.1e-132  438.1  12.8   1.0   1   0   0   1   1   1   1 # 336 # 1544 # 1 # ID=89_2;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=5bp;gc_cont=0.303
k141_908_11          -          TIGR00539            TIGR00539    2.4e-78  260.5   8.5   3.1e-78  260.2   8.5   1.0   1   0   0   1   1   1   1 # 9945 # 11069 # 1 # ID=104_11;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=7bp;gc_cont=0.274
k141_2017_1          -          TIGR00580            TIGR00580   2.1e-262  870.3   9.8  1.3e-243  808.2   7.4   2.1   1   1   1   2   2   1   1 # 3 # 2771 # -1 # ID=240_1;partial=10;start_type=GTG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.312
k141_727_1           -          TIGR00593            TIGR00593   1.4e-202  672.2  16.9  1.6e-202  672.1  16.9   1.0   1   0   0   1   1   1   1 # 1 # 1800 # 1 # ID=81_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.293
k141_502_10          -          TIGR00615            TIGR00615    1.5e-68  227.0   0.1   1.7e-68  226.8   0.1   1.0   1   0   0   1   1   1   1 # 11413 # 12027 # 1 # ID=48_10;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=7bp;gc_cont=0.325
k141_532_18          -          TIGR00631            TIGR00631   2.3e-285  944.8   7.4  2.6e-285  944.6   7.4   1.0   1   0   0   1   1   1   1 # 16904 # 18649 # 1 # ID=53_18;partial=01;start_type=GTG;rbs_motif=TAA;rbs_spacer=5bp;gc_cont=0.310
k141_786_4           -          TIGR00634            TIGR00634     1e-120  401.1  20.0  1.1e-120  401.0  20.0   1.0   1   0   0   1   1   1   1 # 2451 # 4037 # 1 # ID=89_4;partial=01;start_type=ATG;rbs_motif=TAA;rbs_spacer=8bp;gc_cont=0.284
k141_1110_2          -          TIGR00635            TIGR00635   3.2e-140  463.2   0.1  3.7e-140  463.0   0.1   1.0   1   0   0   1   1   1   1 # 1470 # 2495 # 1 # ID=129_2;partial=00;start_type=GTG;rbs_motif=TAAAAA;rbs_spacer=13bp;gc_cont=0.360
k141_1077_2          -          TIGR00643            TIGR00643   3.4e-215  713.2   0.2  3.9e-215  713.0   0.2   1.0   1   0   0   1   1   1   1 # 617 # 2725 # -1 # ID=123_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.323
k141_532_7           -          TIGR00663            TIGR00663    2.9e-80  266.8   8.0   3.2e-80  266.6   8.0   1.0   1   0   0   1   1   1   1 # 7345 # 8475 # 1 # ID=53_7;partial=00;start_type=ATG;rbs_motif=TAAAA;rbs_spacer=10bp;gc_cont=0.298
k141_380_7           -          TIGR00670            TIGR00670   3.4e-111  368.0   0.0  3.9e-111  367.8   0.0   1.0   1   0   0   1   1   1   1 # 4749 # 5660 # 1 # ID=34_7;partial=00;start_type=ATG;rbs_motif=TAAAAA;rbs_spacer=9bp;gc_cont=0.332
k141_2000_8          -          TIGR00717            TIGR00717   3.8e-170  563.6  27.4  3.8e-170  563.6  27.4   1.6   2   0   0   2   2   1   1 # 6218 # 8125 # 1 # ID=239_8;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=3bp;gc_cont=0.325
k141_1234_11         -          TIGR00755            TIGR00755    2.9e-77  256.2   1.6   2.9e-77  256.2   1.6   1.6   2   0   0   2   2   1   1 # 11720 # 13297 # -1 # ID=151_11;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.297
k141_812_4           -          TIGR00810            TIGR00810    1.9e-11   40.7   2.5     2e-11   40.6   2.5   1.0   1   0   0   1   1   1   1 # 2668 # 2787 # 1 # ID=94_4;partial=01;start_type=ATG;rbs_motif=TAAAA;rbs_spacer=10bp;gc_cont=0.275
k141_1321_7          -          TIGR00922            TIGR00922    1.9e-54  180.8   1.8   2.2e-54  180.7   1.8   1.0   1   0   0   1   1   1   1 # 7980 # 8525 # -1 # ID=161_7;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.353
k141_164_1           -          TIGR00928            TIGR00928   6.5e-123  407.5   0.0  7.3e-123  407.3   0.0   1.0   1   0   0   1   1   1   1 # 143 # 1486 # 1 # ID=3_1;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=12bp;gc_cont=0.303
